Wed, 14 Aug 2019 13:39:04 : INFO 单机登录，即将测试[RD52_RSU]产品的[RSDB5单板功能测试工位]
Wed, 14 Aug 2019 13:39:52 : INFO 开始测试产品[RD52_RSU]的[RSDB5单板功能测试工位](维修测试)
Wed, 14 Aug 2019 13:39:53 : INFO Opening serial port u'com4'
Wed, 14 Aug 2019 15:45:30 : INFO command:download,response:=> download
Wed, 14 Aug 2019 15:45:30 : INFO command:download,response:UEC: PHY is Fixed PHY (ffffffff)
Wed, 14 Aug 2019 15:45:30 : INFO command:download,response:Waiting for PHY auto negotiation to complete done
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:UEC0: Full Duplex
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:UEC0: Speed 100BT
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:UEC0: Link is up
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:Using UEC0 device
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:TFTP from server 222.255.255.251; our IP address is 222.255.255.253
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:Filename 'sysversion'.
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:Load address: 0x500000
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:Loading: *#################################################################
Wed, 14 Aug 2019 15:45:32 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:33 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:33 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:33 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:33 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:33 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:34 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:34 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:34 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:34 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:34 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:34 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:35 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:35 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:35 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:35 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:35 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:36 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:36 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:36 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:36 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:36 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:36 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:37 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:37 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:37 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:37 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:37 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:#################################################################
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:###############
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:done
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:Bytes transferred = 11057378 (a8b8e2 hex)
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:vernum = 2.00.00 ls=1888725 rs=9155341 ds =12288
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:Un-Protect Flash Bank # 1
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:............ done
Wed, 14 Aug 2019 15:45:38 : INFO command:download,response:
Wed, 14 Aug 2019 15:45:45 : INFO command:download,response:....................... done
Wed, 14 Aug 2019 15:45:45 : INFO command:download,response:Erased 23 sectors
Wed, 14 Aug 2019 15:45:46 : INFO command:download,response:Copy to Flash... done
Wed, 14 Aug 2019 15:45:46 : INFO command:download,response:
Wed, 14 Aug 2019 15:46:08 : INFO command:download,response:................................................................................ done
Wed, 14 Aug 2019 15:46:08 : INFO command:download,response:Erased 80 sectors
Wed, 14 Aug 2019 15:46:13 : INFO command:download,response:Copy to Flash...
Wed, 14 Aug 2019 15:46:17 : INFO command:download,response:done
Wed, 14 Aug 2019 15:46:17 : INFO command:download,response:
Wed, 14 Aug 2019 15:46:17 : INFO command:download,response:. done
Wed, 14 Aug 2019 15:46:17 : INFO command:download,response:Erased 1 sectors
Wed, 14 Aug 2019 15:46:17 : INFO command:download,response:Copy to Flash... done
Wed, 14 Aug 2019 15:46:17 : INFO command:download,response:
Wed, 14 Aug 2019 15:46:23 : INFO command:download,response:....................... done
Wed, 14 Aug 2019 15:46:23 : INFO command:download,response:Erased 23 sectors
Wed, 14 Aug 2019 15:46:25 : INFO command:download,response:Copy to Flash... done
Wed, 14 Aug 2019 15:46:25 : INFO command:download,response:
Wed, 14 Aug 2019 15:46:46 : INFO command:download,response:................................................................................ done
Wed, 14 Aug 2019 15:46:46 : INFO command:download,response:Erased 80 sectors
Wed, 14 Aug 2019 15:46:51 : INFO command:download,response:Copy to Flash...
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:done
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:. done
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:Erased 1 sectors
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:Copy to Flash... done
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:Using UEC0 device
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:TFTP from server 222.255.255.251; our IP address is 222.255.255.253
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:Filename 'appversion'.
Wed, 14 Aug 2019 15:46:55 : INFO command:download,response:Load address: 0xa00000
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:Loading: *#################################################################
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:#####
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:done
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:Bytes transferred = 358216 (57748 hex)
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:vernum = 2.20.00
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:Un-Protect Flash Bank # 1
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:....................................................................................................
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:............ done
Wed, 14 Aug 2019 15:46:56 : INFO command:download,response:
Wed, 14 Aug 2019 15:47:07 : INFO command:download,response:........................................ done
Wed, 14 Aug 2019 15:47:07 : INFO command:download,response:Erased 40 sectors
Wed, 14 Aug 2019 15:47:11 : INFO command:download,response:Copy to Flash... done
Wed, 14 Aug 2019 15:47:16 : INFO command:download,response:=>
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:reset
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:Resetting the board.
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:U-Boot 2011.03-00003-g38fc14f-dirty (Feb 06 2017 - 16:29:59) BSP-UBOOT-01.00.00
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:Reset Status: Software Hard, External/Internal Hard
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:CPU:   e300c3, MPC8306, Rev: 1.1 at 266.667 MHz, CSB: 133.333 MHz
Wed, 14 Aug 2019 15:47:16 : INFO command:reset,response:DRAM:  64 MiB (DDR2, 64-bit, ECC off, 266.667 MHz)
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:Flash: 64 MiB
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:QE: uploading microcode is OK!
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:Using default environment
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:In:    serial
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:Out:   serial
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:Err:   serial
Wed, 14 Aug 2019 15:47:17 : INFO command:reset,response:Net:   UEC0, UEC1
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:Please input qwer to enter uboot:#0#  6  6  5  4  3  2  1  0 eth0 mac is not co
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:nform the distributed series, set default mac DC:44:27:A0:00:00
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:eth1 mac is not conform the distributed series, set default mac DC:44:27:A0:00:01
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:sys0 loadflag= 0 checkflag =0 , sys0 new downloaded or switched set loadflag 1 check flag 0
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:start sys0 version  bootm f0120000 f0400000 f0100000
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:## Booting kernel from Legacy Image at f0120000 ...
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:Image Name:   Linux-2.6.38.8
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:Image Type:   PowerPC Linux Kernel Image (gzip compressed)
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:Data Size:    1888661 Bytes = 1.8 MiB
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:Load Address: 00000000
Wed, 14 Aug 2019 15:47:23 : INFO command:reset,response:Entry Point:  00000000
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:Verifying Checksum ... OK
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:## Loading init Ramdisk from Legacy Image at f0400000 ...
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:Image Name:   uRamdisk-ppc_8306
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:Image Type:   PowerPC Linux RAMDisk Image (gzip compressed)
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:Data Size:    9155277 Bytes = 8.7 MiB
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:Load Address: 00000000
Wed, 14 Aug 2019 15:47:24 : INFO command:reset,response:Entry Point:  00000000
Wed, 14 Aug 2019 15:47:27 : INFO command:reset,response:Verifying Checksum ... OK
Wed, 14 Aug 2019 15:47:27 : INFO command:reset,response:## Flattened Device Tree blob at f0100000
Wed, 14 Aug 2019 15:47:27 : INFO command:reset,response:Booting using the fdt blob at 0xf0100000
Wed, 14 Aug 2019 15:47:29 : INFO command:reset,response:Uncompressing Kernel Image ... OK
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Loading Ramdisk to 02cf1000, end 035ac2cd ... OK
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Loading Device Tree to 007fa000, end 007fffff ... OK
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Using MPC8306 SOM machine description
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Linux version 2.6.38.8 (root@lg) (gcc version 4.1.2) #40 Thu Apr 12 03:58:14 CST 2018
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Found initrd at 0xc2cf1000:0xc35ac2cd
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:bootconsole [udbg0] enabled
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:setup_arch: bootmem
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:mpc8306_som_setup_arch()
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:arch: exit
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Zone PFN ranges:
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:DMA      0x00000000 -> 0x00004000
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Normal   empty
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Movable zone start PFN for each node
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:early_node_map[1] active PFN ranges
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:0: 0x00000000 -> 0x00004000
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Built 1 zonelists in Zone order, mobility grouping on.  Total pages: 16256
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Kernel command line: setenv bootargs root=/dev/ram rw console=ttyS5,115200
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:PID hash table entries: 256 (order: -2, 1024 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Dentry cache hash table entries: 8192 (order: 3, 32768 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Inode-cache hash table entries: 4096 (order: 2, 16384 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Memory: 52020k/65536k available (3708k kernel code, 13516k reserved, 128k data, 87k bss, 164k init)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Kernel virtual memory layout:
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:* 0xfffdf000..0xfffff000  : fixmap
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:* 0xfdef9000..0xfe000000  : early ioremap
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:* 0xc5000000..0xfdef9000  : vmalloc & ioremap
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:NR_IRQS:512 nr_irqs:512 16
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:IPIC (128 IRQ sources) at c5000700
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:clocksource: timebase mult[7800001] shift[22] registered
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:pid_max: default: 32768 minimum: 301
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Mount-cache hash table entries: 512
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:NET: Registered protocol family 16
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:bio: create slab <bio-0> at 0
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:SCSI subsystem initialized
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:usbcore: registered new interface driver usbfs
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:usbcore: registered new interface driver hub
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:usbcore: registered new device driver usb
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Switching to clocksource timebase
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:NET: Registered protocol family 2
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:IP route cache hash table entries: 1024 (order: 0, 4096 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:TCP established hash table entries: 2048 (order: 2, 16384 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:TCP bind hash table entries: 2048 (order: 1, 8192 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:TCP: Hash tables configured (established 2048 bind 2048)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:TCP reno registered
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:UDP hash table entries: 256 (order: 0, 4096 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:UDP-Lite hash table entries: 256 (order: 0, 4096 bytes)
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:NET: Registered protocol family 1
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:RPC: Registered udp transport module.
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:RPC: Registered tcp transport module.
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:RPC: Registered tcp NFSv4.1 backchannel transport module.
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Trying to unpack rootfs image as initramfs...
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:rootfs image is not initramfs (no cpio magic); looks like an initrd
Wed, 14 Aug 2019 15:47:31 : INFO command:reset,response:Freeing initrd memory: 8940k freed
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:JFFS2 version 2.2. (NAND) Â© 2001-2006 Red Hat, Inc.
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:msgmni has been set to 119
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:io scheduler noop registered
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:io scheduler deadline registered
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:io scheduler cfq registered (default)
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Serial: 8250/16550 driver, 4 ports, IRQ sharing disabled
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:serial8250.0: ttyS0 at MMIO 0xe0004500 (irq = 16) is a 16550A
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:serial8250.0: ttyS1 at MMIO 0xe0004600 (irq = 16) is a 16550A
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:brd: module loaded
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:loop: module loaded
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:f0000000.flash: Found 1 x16 devices at 0x0 in 16-bit bank. Manufacturer ID 0x000001 Chip ID 0x002301
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Amd/Fujitsu Extended Query Table at 0x0040
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Amd/Fujitsu Extended Query version 1.5.
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:number of CFI chips: 1
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:RedBoot partition parsing not available
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Creating 11 MTD partitions on "f0000000.flash":
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000000000-0x000000080000 : "Uboot_A"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000080000-0x000000100000 : "Uboot_B"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000100000-0x000000120000 : "Dtb_A"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000120000-0x000000400000 : "Linux_A"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000400000-0x000000e00000 : "Ramdisk_A"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000e00000-0x000000e20000 : "Dtb_B"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000000e20000-0x000001100000 : "Linux_B"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000001100000-0x000001b00000 : "Ramdisk_B"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000001b00000-0x000002000000 : "App"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000002000000-0x000002200000 : "Data"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:0x000002200000-0x000004000000 : "Reserved"
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Fixed MDIO Bus: probed
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:ucc_geth: QE UCC Gigabit Ethernet Controller
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:ucc_geth: UCC1 at 0xe0102000 (irq = 17)
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:ucc_geth: UCC2 at 0xe0103000 (irq = 18)
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:usbmon: debugfs is not available
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:ehci_hcd: USB 2.0 'Enhanced' Host Controller (EHCI) Driver
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Initializing USB Mass Storage driver...
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:usbcore: registered new interface driver usb-storage
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:USB Mass Storage support registered.
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:sdhci: Secure Digital Host Controller Interface driver
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:sdhci: Copyright(c) Pierre Ossman
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:TCP cubic registered
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:NET: Registered protocol family 17
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:Registering the dns_resolver key type
Wed, 14 Aug 2019 15:47:32 : INFO command:reset,response:turn off boot console udbg0
Wed, 14 Aug 2019 15:47:32 : INFO [单板网口测试]测试成功，输出:app版本=下载成功
Wed, 14 Aug 2019 15:47:42 : INFO [EEPROM测试]测试成功，输出:EEPROM测试=EEPROM读写成功
Wed, 14 Aug 2019 15:47:42 : INFO 产品[RD52_RSU][RSDB5单板功能测试工位]测试完成，测试通过！
